image_path,class_id,class_name,trajectory_id,fish_id
fish_image\fish_01\fish_000000589598_05303.png,0,fish_01,000000589598,05303
fish_image\fish_01\fish_000000589598_05305.png,0,fish_01,000000589598,05305
fish_image\fish_01\fish_000000589598_05308.png,0,fish_01,000000589598,05308
fish_image\fish_01\fish_000000589598_05313.png,0,fish_01,000000589598,05313
fish_image\fish_01\fish_000000589598_05316.png,0,fish_01,000000589598,05316
fish_image\fish_01\fish_000000589598_05320.png,0,fish_01,000000589598,05320
fish_image\fish_01\fish_000000589598_05323.png,0,fish_01,000000589598,05323
fish_image\fish_01\fish_000000589598_05326.png,0,fish_01,000000589598,05326
fish_image\fish_01\fish_000000589598_05327.png,0,fish_01,000000589598,05327
fish_image\fish_01\fish_000000589598_05329.png,0,fish_01,000000589598,05329
fish_image\fish_01\fish_000000589598_05333.png,0,fish_01,000000589598,05333
fish_image\fish_01\fish_000000589598_05336.png,0,fish_01,000000589598,05336
fish_image\fish_01\fish_000000589598_05339.png,0,fish_01,000000589598,05339
fish_image\fish_01\fish_000000589598_05340.png,0,fish_01,000000589598,05340
fish_image\fish_01\fish_000000589598_05349.png,0,fish_01,000000589598,05349
fish_image\fish_01\fish_000000589598_05357.png,0,fish_01,000000589598,05357
fish_image\fish_01\fish_000000589598_05371.png,0,fish_01,000000589598,05371
fish_image\fish_01\fish_000000589598_05373.png,0,fish_01,000000589598,05373
fish_image\fish_01\fish_000000589598_05374.png,0,fish_01,000000589598,05374
fish_image\fish_01\fish_000000589598_05376.png,0,fish_01,000000589598,05376
fish_image\fish_01\fish_000000589598_05378.png,0,fish_01,000000589598,05378
fish_image\fish_01\fish_000001239598_05304.png,0,fish_01,000001239598,05304
fish_image\fish_01\fish_000004220001_00034.png,0,fish_01,000004220001,00034
fish_image\fish_01\fish_000004220001_00035.png,0,fish_01,000004220001,00035
fish_image\fish_01\fish_000004220001_00036.png,0,fish_01,000004220001,00036
fish_image\fish_01\fish_000004220001_00037.png,0,fish_01,000004220001,00037
fish_image\fish_01\fish_000004220001_00038.png,0,fish_01,000004220001,00038
fish_image\fish_01\fish_000004230001_00039.png,0,fish_01,000004230001,00039
fish_image\fish_01\fish_000004230001_00040.png,0,fish_01,000004230001,00040
fish_image\fish_01\fish_000004240001_00041.png,0,fish_01,000004240001,00041
fish_image\fish_01\fish_000004270001_00053.png,0,fish_01,000004270001,00053
fish_image\fish_01\fish_000004270001_00054.png,0,fish_01,000004270001,00054
fish_image\fish_01\fish_000004270001_00055.png,0,fish_01,000004270001,00055
fish_image\fish_01\fish_000004270001_00056.png,0,fish_01,000004270001,00056
fish_image\fish_01\fish_000004270001_00057.png,0,fish_01,000004270001,00057
fish_image\fish_01\fish_000004270001_00058.png,0,fish_01,000004270001,00058
fish_image\fish_01\fish_000004270001_00059.png,0,fish_01,000004270001,00059
fish_image\fish_01\fish_000004270001_00061.png,0,fish_01,000004270001,00061
fish_image\fish_01\fish_000004290001_00067.png,0,fish_01,000004290001,00067
fish_image\fish_01\fish_000004290001_00068.png,0,fish_01,000004290001,00068
fish_image\fish_01\fish_000004290001_00069.png,0,fish_01,000004290001,00069
fish_image\fish_01\fish_000004290001_00070.png,0,fish_01,000004290001,00070
fish_image\fish_01\fish_000004290001_00071.png,0,fish_01,000004290001,00071
fish_image\fish_01\fish_000004290001_00072.png,0,fish_01,000004290001,00072
fish_image\fish_01\fish_000004290001_00073.png,0,fish_01,000004290001,00073
fish_image\fish_01\fish_000004290001_00074.png,0,fish_01,000004290001,00074
fish_image\fish_01\fish_000004290001_00075.png,0,fish_01,000004290001,00075
fish_image\fish_01\fish_000004300001_00076.png,0,fish_01,000004300001,00076
fish_image\fish_01\fish_000004300001_00077.png,0,fish_01,000004300001,00077
fish_image\fish_01\fish_000004300001_00078.png,0,fish_01,000004300001,00078
fish_image\fish_01\fish_000004300001_00079.png,0,fish_01,000004300001,00079
fish_image\fish_01\fish_000004320001_00091.png,0,fish_01,000004320001,00091
fish_image\fish_01\fish_000004320001_00092.png,0,fish_01,000004320001,00092
fish_image\fish_01\fish_000004320001_00093.png,0,fish_01,000004320001,00093
fish_image\fish_01\fish_000004320001_00094.png,0,fish_01,000004320001,00094
fish_image\fish_01\fish_000004320001_00095.png,0,fish_01,000004320001,00095
fish_image\fish_01\fish_000004320001_00096.png,0,fish_01,000004320001,00096
fish_image\fish_01\fish_000004330001_00097.png,0,fish_01,000004330001,00097
fish_image\fish_01\fish_000004330001_00098.png,0,fish_01,000004330001,00098
fish_image\fish_01\fish_000004330001_00099.png,0,fish_01,000004330001,00099
fish_image\fish_01\fish_000004330001_00100.png,0,fish_01,000004330001,00100
fish_image\fish_01\fish_000004330001_00101.png,0,fish_01,000004330001,00101
fish_image\fish_01\fish_000004330001_00102.png,0,fish_01,000004330001,00102
fish_image\fish_01\fish_000004330001_00103.png,0,fish_01,000004330001,00103
fish_image\fish_01\fish_000004330001_00104.png,0,fish_01,000004330001,00104
fish_image\fish_01\fish_000004340001_00105.png,0,fish_01,000004340001,00105
fish_image\fish_01\fish_000004340001_00106.png,0,fish_01,000004340001,00106
fish_image\fish_01\fish_000004340001_00107.png,0,fish_01,000004340001,00107
fish_image\fish_01\fish_000004340001_00108.png,0,fish_01,000004340001,00108
fish_image\fish_01\fish_000004340001_00109.png,0,fish_01,000004340001,00109
fish_image\fish_01\fish_000004340001_00110.png,0,fish_01,000004340001,00110
fish_image\fish_01\fish_000004340001_00111.png,0,fish_01,000004340001,00111
fish_image\fish_01\fish_000004340001_00112.png,0,fish_01,000004340001,00112
fish_image\fish_01\fish_000004340001_00113.png,0,fish_01,000004340001,00113
fish_image\fish_01\fish_000004340001_00114.png,0,fish_01,000004340001,00114
fish_image\fish_01\fish_000004340001_00115.png,0,fish_01,000004340001,00115
fish_image\fish_01\fish_000004350001_00116.png,0,fish_01,000004350001,00116
fish_image\fish_01\fish_000004350001_00117.png,0,fish_01,000004350001,00117
fish_image\fish_01\fish_000004350001_00118.png,0,fish_01,000004350001,00118
fish_image\fish_01\fish_000004350001_00119.png,0,fish_01,000004350001,00119
fish_image\fish_01\fish_000004350001_00120.png,0,fish_01,000004350001,00120
fish_image\fish_01\fish_000004350001_00121.png,0,fish_01,000004350001,00121
fish_image\fish_01\fish_000004350001_00122.png,0,fish_01,000004350001,00122
fish_image\fish_01\fish_000004350001_00123.png,0,fish_01,000004350001,00123
fish_image\fish_01\fish_000004350001_00124.png,0,fish_01,000004350001,00124
fish_image\fish_01\fish_000004350001_00125.png,0,fish_01,000004350001,00125
fish_image\fish_01\fish_000004350001_00126.png,0,fish_01,000004350001,00126
fish_image\fish_01\fish_000004350001_00127.png,0,fish_01,000004350001,00127
fish_image\fish_01\fish_000004350001_00128.png,0,fish_01,000004350001,00128
fish_image\fish_01\fish_000004350001_00129.png,0,fish_01,000004350001,00129
fish_image\fish_01\fish_000004350001_00130.png,0,fish_01,000004350001,00130
fish_image\fish_01\fish_000004350001_00131.png,0,fish_01,000004350001,00131
fish_image\fish_01\fish_000004360001_00132.png,0,fish_01,000004360001,00132
fish_image\fish_01\fish_000004360001_00133.png,0,fish_01,000004360001,00133
fish_image\fish_01\fish_000004360001_00134.png,0,fish_01,000004360001,00134
fish_image\fish_01\fish_000004360001_00135.png,0,fish_01,000004360001,00135
fish_image\fish_01\fish_000004360001_00136.png,0,fish_01,000004360001,00136
fish_image\fish_01\fish_000004360001_00137.png,0,fish_01,000004360001,00137
fish_image\fish_01\fish_000004360001_00138.png,0,fish_01,000004360001,00138
fish_image\fish_01\fish_000004360001_00139.png,0,fish_01,000004360001,00139
fish_image\fish_01\fish_000004360001_00140.png,0,fish_01,000004360001,00140
fish_image\fish_01\fish_000004360001_00141.png,0,fish_01,000004360001,00141
fish_image\fish_01\fish_000004360001_00142.png,0,fish_01,000004360001,00142
fish_image\fish_01\fish_000004360001_00143.png,0,fish_01,000004360001,00143
fish_image\fish_01\fish_000004380001_00144.png,0,fish_01,000004380001,00144
fish_image\fish_01\fish_000004380001_00145.png,0,fish_01,000004380001,00145
fish_image\fish_01\fish_000004380001_00146.png,0,fish_01,000004380001,00146
fish_image\fish_01\fish_000004380001_00147.png,0,fish_01,000004380001,00147
fish_image\fish_01\fish_000004380001_00148.png,0,fish_01,000004380001,00148
fish_image\fish_01\fish_000004380001_00149.png,0,fish_01,000004380001,00149
fish_image\fish_01\fish_000004380001_00150.png,0,fish_01,000004380001,00150
fish_image\fish_01\fish_000004380001_00151.png,0,fish_01,000004380001,00151
fish_image\fish_01\fish_000004380001_00152.png,0,fish_01,000004380001,00152
fish_image\fish_01\fish_000004380001_00156.png,0,fish_01,000004380001,00156
fish_image\fish_01\fish_000004380001_00157.png,0,fish_01,000004380001,00157
fish_image\fish_01\fish_000004380001_00158.png,0,fish_01,000004380001,00158
fish_image\fish_01\fish_000004380001_00159.png,0,fish_01,000004380001,00159
fish_image\fish_01\fish_000004380001_00160.png,0,fish_01,000004380001,00160
fish_image\fish_01\fish_000004380001_00161.png,0,fish_01,000004380001,00161
fish_image\fish_01\fish_000004380001_00162.png,0,fish_01,000004380001,00162
fish_image\fish_01\fish_000004380001_00163.png,0,fish_01,000004380001,00163
fish_image\fish_01\fish_000004380001_00164.png,0,fish_01,000004380001,00164
fish_image\fish_01\fish_000004380001_00165.png,0,fish_01,000004380001,00165
fish_image\fish_01\fish_000004380001_00166.png,0,fish_01,000004380001,00166
fish_image\fish_01\fish_000004380001_00167.png,0,fish_01,000004380001,00167
fish_image\fish_01\fish_000004380001_00168.png,0,fish_01,000004380001,00168
fish_image\fish_01\fish_000004380001_00169.png,0,fish_01,000004380001,00169
fish_image\fish_01\fish_000004380001_00170.png,0,fish_01,000004380001,00170
fish_image\fish_01\fish_000004380001_00171.png,0,fish_01,000004380001,00171
fish_image\fish_01\fish_000004380001_00172.png,0,fish_01,000004380001,00172
fish_image\fish_01\fish_000004380001_00173.png,0,fish_01,000004380001,00173
fish_image\fish_01\fish_000004380001_00174.png,0,fish_01,000004380001,00174
fish_image\fish_01\fish_000004380001_00175.png,0,fish_01,000004380001,00175
fish_image\fish_01\fish_000004410001_00186.png,0,fish_01,000004410001,00186
fish_image\fish_01\fish_000004410001_00187.png,0,fish_01,000004410001,00187
fish_image\fish_01\fish_000004410001_00188.png,0,fish_01,000004410001,00188
fish_image\fish_01\fish_000004410001_00189.png,0,fish_01,000004410001,00189
fish_image\fish_01\fish_000004410001_00190.png,0,fish_01,000004410001,00190
fish_image\fish_01\fish_000004410001_00191.png,0,fish_01,000004410001,00191
fish_image\fish_01\fish_000004420001_00192.png,0,fish_01,000004420001,00192
fish_image\fish_01\fish_000004420001_00193.png,0,fish_01,000004420001,00193
fish_image\fish_01\fish_000004420001_00194.png,0,fish_01,000004420001,00194
fish_image\fish_01\fish_000004420001_00195.png,0,fish_01,000004420001,00195
fish_image\fish_01\fish_000004420001_00196.png,0,fish_01,000004420001,00196
fish_image\fish_01\fish_000004420001_00197.png,0,fish_01,000004420001,00197
fish_image\fish_01\fish_000004480001_00279.png,0,fish_01,000004480001,00279
fish_image\fish_01\fish_000004480001_00280.png,0,fish_01,000004480001,00280
fish_image\fish_01\fish_000004480001_00281.png,0,fish_01,000004480001,00281
fish_image\fish_01\fish_000004480001_00282.png,0,fish_01,000004480001,00282
fish_image\fish_01\fish_000004480001_00283.png,0,fish_01,000004480001,00283
fish_image\fish_01\fish_000004480001_00284.png,0,fish_01,000004480001,00284
fish_image\fish_01\fish_000004490001_00285.png,0,fish_01,000004490001,00285
fish_image\fish_01\fish_000004490001_00286.png,0,fish_01,000004490001,00286
fish_image\fish_01\fish_000004490001_00287.png,0,fish_01,000004490001,00287
fish_image\fish_01\fish_000004490001_00288.png,0,fish_01,000004490001,00288
fish_image\fish_01\fish_000004490001_00289.png,0,fish_01,000004490001,00289
fish_image\fish_01\fish_000004490001_00290.png,0,fish_01,000004490001,00290
fish_image\fish_01\fish_000004490001_00291.png,0,fish_01,000004490001,00291
fish_image\fish_01\fish_000004490001_00292.png,0,fish_01,000004490001,00292
fish_image\fish_01\fish_000004490001_00293.png,0,fish_01,000004490001,00293
fish_image\fish_01\fish_000004490001_00294.png,0,fish_01,000004490001,00294
fish_image\fish_01\fish_000004490001_00295.png,0,fish_01,000004490001,00295
fish_image\fish_01\fish_000004490001_00296.png,0,fish_01,000004490001,00296
fish_image\fish_01\fish_000004500001_00297.png,0,fish_01,000004500001,00297
fish_image\fish_01\fish_000004500001_00298.png,0,fish_01,000004500001,00298
fish_image\fish_01\fish_000004500001_00299.png,0,fish_01,000004500001,00299
fish_image\fish_01\fish_000004500001_00301.png,0,fish_01,000004500001,00301
fish_image\fish_01\fish_000004500001_00303.png,0,fish_01,000004500001,00303
fish_image\fish_01\fish_000004500001_00305.png,0,fish_01,000004500001,00305
fish_image\fish_01\fish_000004500001_00307.png,0,fish_01,000004500001,00307
fish_image\fish_01\fish_000004500001_00309.png,0,fish_01,000004500001,00309
fish_image\fish_01\fish_000004500001_00311.png,0,fish_01,000004500001,00311
fish_image\fish_01\fish_000004500001_00313.png,0,fish_01,000004500001,00313
fish_image\fish_01\fish_000004510001_00300.png,0,fish_01,000004510001,00300
fish_image\fish_01\fish_000004510001_00302.png,0,fish_01,000004510001,00302
fish_image\fish_01\fish_000004510001_00304.png,0,fish_01,000004510001,00304
fish_image\fish_01\fish_000004510001_00306.png,0,fish_01,000004510001,00306
fish_image\fish_01\fish_000004510001_00308.png,0,fish_01,000004510001,00308
fish_image\fish_01\fish_000004510001_00310.png,0,fish_01,000004510001,00310
fish_image\fish_01\fish_000004510001_00312.png,0,fish_01,000004510001,00312
fish_image\fish_01\fish_000004510001_00314.png,0,fish_01,000004510001,00314
fish_image\fish_01\fish_000004530001_00315.png,0,fish_01,000004530001,00315
fish_image\fish_01\fish_000004530001_00316.png,0,fish_01,000004530001,00316
fish_image\fish_01\fish_000004530001_00317.png,0,fish_01,000004530001,00317
fish_image\fish_01\fish_000004530001_00318.png,0,fish_01,000004530001,00318
fish_image\fish_01\fish_000004530001_00319.png,0,fish_01,000004530001,00319
fish_image\fish_01\fish_000004540001_00320.png,0,fish_01,000004540001,00320
fish_image\fish_01\fish_000004540001_00321.png,0,fish_01,000004540001,00321
fish_image\fish_01\fish_000004540001_00322.png,0,fish_01,000004540001,00322
fish_image\fish_01\fish_000004540001_00323.png,0,fish_01,000004540001,00323
fish_image\fish_01\fish_000004540001_00324.png,0,fish_01,000004540001,00324
fish_image\fish_01\fish_000004550001_00325.png,0,fish_01,000004550001,00325
fish_image\fish_01\fish_000004550001_00326.png,0,fish_01,000004550001,00326
fish_image\fish_01\fish_000004550001_00327.png,0,fish_01,000004550001,00327
fish_image\fish_01\fish_000004550001_00332.png,0,fish_01,000004550001,00332
fish_image\fish_01\fish_000004550001_00335.png,0,fish_01,000004550001,00335
fish_image\fish_01\fish_000004550001_00339.png,0,fish_01,000004550001,00339
fish_image\fish_01\fish_000004550001_00341.png,0,fish_01,000004550001,00341
fish_image\fish_01\fish_000004550001_00343.png,0,fish_01,000004550001,00343
fish_image\fish_01\fish_000004560001_00328.png,0,fish_01,000004560001,00328
fish_image\fish_01\fish_000004560001_00329.png,0,fish_01,000004560001,00329
fish_image\fish_01\fish_000004560001_00330.png,0,fish_01,000004560001,00330
fish_image\fish_01\fish_000004560001_00331.png,0,fish_01,000004560001,00331
fish_image\fish_01\fish_000004560001_00333.png,0,fish_01,000004560001,00333
fish_image\fish_01\fish_000004560001_00334.png,0,fish_01,000004560001,00334
fish_image\fish_01\fish_000004560001_00336.png,0,fish_01,000004560001,00336
fish_image\fish_01\fish_000004560001_00337.png,0,fish_01,000004560001,00337
fish_image\fish_01\fish_000004560001_00338.png,0,fish_01,000004560001,00338
fish_image\fish_01\fish_000004560001_00340.png,0,fish_01,000004560001,00340
fish_image\fish_01\fish_000004560001_00342.png,0,fish_01,000004560001,00342
fish_image\fish_01\fish_000004560001_00344.png,0,fish_01,000004560001,00344
fish_image\fish_01\fish_000004560001_00345.png,0,fish_01,000004560001,00345
fish_image\fish_01\fish_000004560001_00346.png,0,fish_01,000004560001,00346
fish_image\fish_01\fish_000004560001_00347.png,0,fish_01,000004560001,00347
fish_image\fish_01\fish_000004560001_00348.png,0,fish_01,000004560001,00348
fish_image\fish_01\fish_000004560001_00349.png,0,fish_01,000004560001,00349
fish_image\fish_01\fish_000004560001_00350.png,0,fish_01,000004560001,00350
fish_image\fish_01\fish_000004560001_00352.png,0,fish_01,000004560001,00352
fish_image\fish_01\fish_000004560001_00354.png,0,fish_01,000004560001,00354
fish_image\fish_01\fish_000004570001_00351.png,0,fish_01,000004570001,00351
fish_image\fish_01\fish_000004570001_00353.png,0,fish_01,000004570001,00353
fish_image\fish_01\fish_000004570001_00355.png,0,fish_01,000004570001,00355
fish_image\fish_01\fish_000004570001_00356.png,0,fish_01,000004570001,00356
fish_image\fish_01\fish_000004570001_00357.png,0,fish_01,000004570001,00357
fish_image\fish_01\fish_000004570001_00358.png,0,fish_01,000004570001,00358
fish_image\fish_01\fish_000004570001_00359.png,0,fish_01,000004570001,00359
fish_image\fish_01\fish_000004570001_00360.png,0,fish_01,000004570001,00360
fish_image\fish_01\fish_000004630001_00425.png,0,fish_01,000004630001,00425
fish_image\fish_01\fish_000004630001_00426.png,0,fish_01,000004630001,00426
fish_image\fish_01\fish_000004630001_00427.png,0,fish_01,000004630001,00427
fish_image\fish_01\fish_000004640001_00428.png,0,fish_01,000004640001,00428
fish_image\fish_01\fish_000004640001_00429.png,0,fish_01,000004640001,00429
fish_image\fish_01\fish_000004640001_00430.png,0,fish_01,000004640001,00430
fish_image\fish_01\fish_000004640001_00431.png,0,fish_01,000004640001,00431
fish_image\fish_01\fish_000004640001_00432.png,0,fish_01,000004640001,00432
fish_image\fish_01\fish_000004670001_00433.png,0,fish_01,000004670001,00433
fish_image\fish_01\fish_000004670001_00434.png,0,fish_01,000004670001,00434
fish_image\fish_01\fish_000004670001_00435.png,0,fish_01,000004670001,00435
fish_image\fish_01\fish_000004670001_00436.png,0,fish_01,000004670001,00436
fish_image\fish_01\fish_000004680001_00440.png,0,fish_01,000004680001,00440
fish_image\fish_01\fish_000004680001_00441.png,0,fish_01,000004680001,00441
fish_image\fish_01\fish_000004680001_00442.png,0,fish_01,000004680001,00442
fish_image\fish_01\fish_000004680001_00443.png,0,fish_01,000004680001,00443
fish_image\fish_01\fish_000004680001_00444.png,0,fish_01,000004680001,00444
fish_image\fish_01\fish_000004680001_00445.png,0,fish_01,000004680001,00445
fish_image\fish_01\fish_000004680001_00446.png,0,fish_01,000004680001,00446
fish_image\fish_01\fish_000004690001_00437.png,0,fish_01,000004690001,00437
fish_image\fish_01\fish_000004690001_00438.png,0,fish_01,000004690001,00438
fish_image\fish_01\fish_000004690001_00439.png,0,fish_01,000004690001,00439
fish_image\fish_01\fish_000004690001_00447.png,0,fish_01,000004690001,00447
fish_image\fish_01\fish_000004690001_00448.png,0,fish_01,000004690001,00448
fish_image\fish_01\fish_000004690001_00449.png,0,fish_01,000004690001,00449
fish_image\fish_01\fish_000004760001_00498.png,0,fish_01,000004760001,00498
fish_image\fish_01\fish_000004760001_00500.png,0,fish_01,000004760001,00500
fish_image\fish_01\fish_000004760001_00502.png,0,fish_01,000004760001,00502
fish_image\fish_01\fish_000004760001_00504.png,0,fish_01,000004760001,00504
fish_image\fish_01\fish_000004760001_00506.png,0,fish_01,000004760001,00506
fish_image\fish_01\fish_000004760001_00507.png,0,fish_01,000004760001,00507
fish_image\fish_01\fish_000004760001_00508.png,0,fish_01,000004760001,00508
fish_image\fish_01\fish_000004760001_00510.png,0,fish_01,000004760001,00510
fish_image\fish_01\fish_000004760001_00512.png,0,fish_01,000004760001,00512
fish_image\fish_01\fish_000004760001_00514.png,0,fish_01,000004760001,00514
fish_image\fish_01\fish_000004760001_00516.png,0,fish_01,000004760001,00516
fish_image\fish_01\fish_000004760001_00518.png,0,fish_01,000004760001,00518
fish_image\fish_01\fish_000004760001_00522.png,0,fish_01,000004760001,00522
fish_image\fish_01\fish_000004760001_00523.png,0,fish_01,000004760001,00523
fish_image\fish_01\fish_000004760001_00524.png,0,fish_01,000004760001,00524
fish_image\fish_01\fish_000004760001_00525.png,0,fish_01,000004760001,00525
fish_image\fish_01\fish_000004760001_00526.png,0,fish_01,000004760001,00526
fish_image\fish_01\fish_000004760001_00527.png,0,fish_01,000004760001,00527
fish_image\fish_01\fish_000004770001_00528.png,0,fish_01,000004770001,00528
fish_image\fish_01\fish_000004770001_00529.png,0,fish_01,000004770001,00529
fish_image\fish_01\fish_000004770001_00530.png,0,fish_01,000004770001,00530
fish_image\fish_01\fish_000004770001_00531.png,0,fish_01,000004770001,00531
fish_image\fish_01\fish_000004770001_00532.png,0,fish_01,000004770001,00532
fish_image\fish_01\fish_000004770001_00533.png,0,fish_01,000004770001,00533
fish_image\fish_01\fish_000004770001_00534.png,0,fish_01,000004770001,00534
fish_image\fish_01\fish_000004770001_00535.png,0,fish_01,000004770001,00535
fish_image\fish_01\fish_000004770001_00536.png,0,fish_01,000004770001,00536
fish_image\fish_01\fish_000004770001_00537.png,0,fish_01,000004770001,00537
fish_image\fish_01\fish_000004770001_00538.png,0,fish_01,000004770001,00538
fish_image\fish_01\fish_000004770001_00539.png,0,fish_01,000004770001,00539
fish_image\fish_01\fish_000004770001_00540.png,0,fish_01,000004770001,00540
fish_image\fish_01\fish_000004780001_00541.png,0,fish_01,000004780001,00541
fish_image\fish_01\fish_000004780001_00542.png,0,fish_01,000004780001,00542
fish_image\fish_01\fish_000004780001_00543.png,0,fish_01,000004780001,00543
fish_image\fish_01\fish_000004780001_00544.png,0,fish_01,000004780001,00544
fish_image\fish_01\fish_000004780001_00545.png,0,fish_01,000004780001,00545
fish_image\fish_01\fish_000004800001_00570.png,0,fish_01,000004800001,00570
fish_image\fish_01\fish_000004800001_00571.png,0,fish_01,000004800001,00571
fish_image\fish_01\fish_000004800001_00573.png,0,fish_01,000004800001,00573
fish_image\fish_01\fish_000004800001_00575.png,0,fish_01,000004800001,00575
fish_image\fish_01\fish_000004820001_00579.png,0,fish_01,000004820001,00579
fish_image\fish_01\fish_000004820001_00580.png,0,fish_01,000004820001,00580
fish_image\fish_01\fish_000004820001_00581.png,0,fish_01,000004820001,00581
fish_image\fish_01\fish_000004820001_00582.png,0,fish_01,000004820001,00582
fish_image\fish_01\fish_000004820001_00583.png,0,fish_01,000004820001,00583
fish_image\fish_01\fish_000004820001_00584.png,0,fish_01,000004820001,00584
fish_image\fish_01\fish_000004820001_00585.png,0,fish_01,000004820001,00585
fish_image\fish_01\fish_000004820001_00586.png,0,fish_01,000004820001,00586
fish_image\fish_01\fish_000004820001_00587.png,0,fish_01,000004820001,00587
fish_image\fish_01\fish_000004820001_00588.png,0,fish_01,000004820001,00588
fish_image\fish_01\fish_000004820001_00589.png,0,fish_01,000004820001,00589
fish_image\fish_01\fish_000004830001_00590.png,0,fish_01,000004830001,00590
fish_image\fish_01\fish_000004830001_00591.png,0,fish_01,000004830001,00591
fish_image\fish_01\fish_000004830001_00592.png,0,fish_01,000004830001,00592
fish_image\fish_01\fish_000004830001_00594.png,0,fish_01,000004830001,00594
fish_image\fish_01\fish_000004830001_00595.png,0,fish_01,000004830001,00595
fish_image\fish_01\fish_000004830001_00597.png,0,fish_01,000004830001,00597
fish_image\fish_01\fish_000004830001_00600.png,0,fish_01,000004830001,00600
fish_image\fish_01\fish_000004850001_00603.png,0,fish_01,000004850001,00603
fish_image\fish_01\fish_000004850001_00604.png,0,fish_01,000004850001,00604
fish_image\fish_01\fish_000004870001_00609.png,0,fish_01,000004870001,00609
